1,0.5,1.9383,1
2,0.7,0.7316,1
2,0.4,0.72138,0
1,0.4,0.56851,0
2,0.6,0.44876,1
2,0.3,0.62733,0
1,0.5,2.8255,0
1,0.7,0.4922,1
1,0.9,0.50215,1
1,0.4,0.50719,0
1,0.6,0.48785,1
1,0.6,0.64937,1
2,0.3,0.6287,0
2,0.4,0.54723,0
1,0.5,1.1336,0
1,0.9,0.47093,1
2,0.3,0.52766,0
2,0.5,0.83971,0
1,0.9,0.43257,1
1,0.6,0.91718,0
1,0.4,0.57271,0
1,0.6,0.80724,0
2,0.8,0.47253,1
2,0.7,0.54349,1
2,0.8,0.56699,1
1,0.9,0.46344,1
1,0.5,0.5619,0
1,0.7,0.79219,0
2,0.7,0.70848,0
2,0.4,0.52759,0
1,0.7,1.047,1
1,0.7,0.56207,1
2,0.4,0.52738,0
1,0.3,0.51148,0
1,0.8,0.66804,1
1,0.5,0.88349,0
2,0.5,0.57235,0
1,0.4,0.54208,0
2,0.6,0.70714,0
1,0.3,0.64196,0
2,0.3,0.6722,0
2,0.5,0.5278,0
2,0.6,0.70232,0
2,0.6,0.74188,0
2,0.3,0.84203,0
1,0.7,0.43263,1
2,0.7,0.76294,0
1,0.8,0.93374,1
1,0.4,0.61699,0
2,0.6,0.74265,0
2,0.9,0.49263,1
2,0.4,0.52688,0
1,0.9,0.48249,1
2,0.3,0.61204,0
1,0.6,1.0077,1
2,0.6,2.0888,0
1,0.3,0.69206,0
1,0.3,0.78848,0
1,0.6,0.71758,1
1,0.7,0.709,1
2,0.6,0.84437,1
2,0.8,0.50302,1
2,0.3,0.58818,0
2,0.4,0.81209,0
1,0.7,0.60857,1
1,0.8,0.47706,1
1,0.4,0.5969,0
1,0.5,0.56201,0
1,0.8,0.77792,1
2,0.6,0.44768,1
1,0.4,0.52264,0
2,0.9,0.52241,1
1,0.3,0.75726,0
1,0.4,0.50696,0
2,0.5,0.50255,0
2,0.9,0.46713,1
1,0.6,0.57164,0
2,0.3,0.50312,0
1,0.5,1.3176,0
1,0.6,1.9104,1
2,0.9,0.60738,1
2,0.9,0.51711,1
2,0.5,0.8474,0
1,0.3,0.6019,0
1,0.9,0.51873,1
1,0.8,1.5477,1
1,0.3,0.54201,0
2,0.7,1.3595,1
1,0.9,0.51769,1
2,0.5,0.60255,0
1,0.7,0.49256,0
2,0.4,0.49846,0
1,0.3,0.45744,0
2,0.9,0.47203,1
1,0.7,0.45209,1
2,0.7,2.2819,1
1,0.8,0.55307,1
2,0.5,1.5325,0
1,0.3,0.51705,0
2,0.8,0.53274,1
1,0.3,1.0381,0
1,0.9,0.48746,1
1,0.9,0.4671,1
1,0.5,0.52241,0
2,0.8,0.46782,1
2,0.7,0.46762,1
2,0.9,1.0638,1
1,0.5,0.91853,0
2,0.9,0.45334,1
1,0.8,0.79365,1
1,0.8,0.47728,1
2,0.5,0.82417,0
2,0.6,2.1374,1
2,0.7,1.0622,0
2,0.8,0.48679,1
2,0.5,0.64255,0
2,0.4,0.557,0
2,0.4,0.57218,0
1,0.6,2.5179,1
2,0.8,0.49698,1
2,0.9,0.55751,1
1,0.8,1.183,1
1,0.9,0.41612,1
1,0.6,0.58189,0
2,0.6,0.72742,0
1,0.4,0.51877,0
2,0.8,0.49716,1
1,0.4,0.5427,0
2,0.3,1.0126,0
1,0.5,0.5923,0
2,0.7,0.79758,1
2,0.8,0.58199,1
2,0.8,0.58189,1
2,0.4,0.71687,0
2,0.7,1.1271,1
2,0.3,0.76754,0
2,0.5,0.68884,0
2,0.9,0.7432,1
1,0.8,1.8831,1
1,0.7,0.82225,1
