1,1,1,3.9162,1
2,2,3,1.0804,0
2,1,2,1.2387,1
1,3,37,0.78602,1
1,1,1,0.60178,1
2,1,2,1.3356,1
1,1,1,0.47881,1
1,3,11,0.66047,1
2,1,2,0.77847,1
2,1,2,0.98746,1
1,1,1,0.8641,1
1,3,29,0.68033,1
1,2,5,1.6611,1
2,3,11,1.0583,1
3,3,35,0.72163,1
2,1,2,0.68124,1
2,2,6,0.76371,1
2,1,2,0.2997,1
2,1,2,0.34547,1
3,1,3,0.56169,1
2,3,9,0.35517,1
2,1,2,0.5275,1
1,1,1,0.66091,1
3,3,27,0.63804,1
2,3,33,0.70065,1
1,3,23,0.44592,1
3,2,7,0.66505,1
1,2,3,0.27528,0
2,1,2,1.2963,1
2,3,14,1.5984,1
3,1,3,0.92069,1
1,1,1,0.66076,1
3,1,3,0.91569,1
3,1,3,0.55228,1
3,1,3,0.54653,1
1,1,1,0.53167,1
1,3,11,0.6319,1
1,2,8,0.72691,1
2,2,7,1.0355,1
3,2,9,0.66707,1
1,2,9,0.64199,1
1,3,21,0.45535,1
1,2,8,0.53054,1
1,2,2,0.58595,1
3,2,10,0.76834,1
3,2,4,0.6504,1
1,2,9,0.70509,1
2,2,10,0.90007,1
3,2,8,0.97402,1
3,1,3,0.60232,1
3,2,9,0.43055,1
1,3,15,0.50556,1
2,2,11,0.67096,0
2,3,28,1.2982,1
3,1,3,0.55287,1
3,3,30,0.72515,0
1,2,3,2.483,1
3,3,37,0.75205,1
1,3,20,0.74754,1
2,1,2,5.0963,1
2,3,27,1.1976,1
3,2,6,0.77957,1
3,2,12,0.5967,1
2,3,16,1.0606,0
3,2,5,0.65659,1
3,3,23,0.96936,1
3,3,39,0.52589,1
3,3,21,0.49115,1
1,1,1,0.63565,1
3,3,37,0.62565,1
2,1,2,0.70087,1
1,3,29,0.79145,1
2,2,4,0.78119,1
3,2,6,0.81535,1
3,3,39,1.0508,1
2,3,33,0.63636,1
1,1,1,1.182,1
1,1,1,0.59711,1
1,2,8,0.83202,1
1,1,1,0.93131,1
1,3,10,1.344,1
1,1,1,0.41496,1
1,1,1,1.9671,1
3,3,5,0.65143,1
2,2,11,0.59549,1
3,3,33,0.66186,1
3,2,6,0.78747,1
2,3,30,0.66039,1
2,2,8,0.73709,1
2,1,2,1.144,1
2,2,11,1.935,1
2,1,2,0.44596,1
3,1,3,0.72368,1
3,1,3,0.82624,1
1,2,5,0.8001,1
3,2,9,0.55532,1
1,3,23,0.89187,1
3,3,32,0.60661,1
2,3,10,0.55048,1
3,3,37,1.1275,1
2,3,32,0.87972,1
1,2,2,0.66103,1
1,2,3,1.0666,1
2,2,11,0.84528,0
3,1,3,0.64239,1
1,3,39,0.97555,1
2,2,4,0.99725,1
1,3,27,0.58706,1
3,3,22,0.85093,1
3,1,3,0.45713,1
2,3,19,1.3896,1
1,2,9,0.88612,1
2,2,7,1.0618,1
3,1,3,1.0403,1
2,3,14,0.735,1
3,1,3,0.57518,1
1,1,1,1.5854,1
2,2,5,1.1879,1
3,2,11,1.5376,1
2,2,10,1.0518,1
3,1,3,0.97353,1
2,2,10,0.59103,1
2,1,2,0.39534,1
3,1,3,0.70578,1
1,1,1,0.80047,1
1,2,6,0.78555,1
1,3,1,0.53068,1
2,1,2,0.78029,1
1,3,38,1.2113,1
2,3,18,0.68453,1
3,2,4,0.63252,1
1,2,8,1.6077,1
3,3,17,0.85494,1
3,2,10,0.87589,1
2,3,40,0.86629,1
